"age","workclass","fnlwgt","went.to.college","education.years","is.married","occupation","relationship","race","is.male","capital.gain","capital.loss","hours.per.week","native.country","income.over.50k"
27,"Private",34273,0,11,0,"Prof-specialty","Not-in-family","White",0,0,1876,36,"Canada","<=50K"
25,"Private",161027,0,13,1,"Tech-support","Husband","White",1,5178,0,40,"United-States",">50K"
31,"Private",99844,0,9,0,"Craft-repair","Not-in-family","Amer-Indian-Eskimo",1,0,0,45,"United-States","<=50K"
31,"Private",207685,0,9,0,"Other-service","Unmarried","Black",0,0,0,34,"United-States","<=50K"
44,"Private",74680,1,10,1,"Craft-repair","Husband","White",1,5178,0,50,"United-States",">50K"
52,"Self-emp-inc",334273,1,16,1,"Prof-specialty","Husband","White",1,99999,0,65,"United-States",">50K"
30,"Private",36069,0,12,1,"Sales","Husband","White",1,0,0,40,"United-States","<=50K"
29,"Private",100563,0,9,0,"Transport-moving","Own-child","Black",1,0,0,40,"United-States","<=50K"
36,"Private",174308,0,7,0,"Transport-moving","Not-in-family","White",1,0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc",109413,0,13,1,"Farming-fishing","Husband","White",1,0,0,50,"United-States","<=50K"
59,"Local-gov",212600,1,10,0,"Protective-serv","Not-in-family","White",1,0,0,40,"United-States",">50K"
55,"Private",271710,1,10,0,"Adm-clerical","Not-in-family","White",1,0,0,45,"United-States","<=50K"
70,"",230816,0,11,0,"","Not-in-family","White",1,0,0,30,"United-States","<=50K"
22,"Private",103277,0,12,0,"Adm-clerical","Own-child","White",0,0,0,20,"United-States","<=50K"
42,"Private",318947,0,9,0,"Machine-op-inspct","Not-in-family","White",0,0,0,40,"United-States","<=50K"
36,"Private",187167,0,12,1,"Sales","Wife","White",0,0,0,40,"United-States","<=50K"
32,"Private",204742,0,13,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
44,"Private",282062,0,4,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
22,"",283510,0,9,0,"","Unmarried","Black",1,0,0,45,"United-States","<=50K"
25,"Private",280093,0,7,0,"Handlers-cleaners","Not-in-family","White",1,0,0,40,"Mexico","<=50K"
31,"Private",202729,0,9,1,"Transport-moving","Husband","White",1,0,0,50,"United-States","<=50K"
33,"Private",205950,0,9,0,"Other-service","Own-child","White",1,0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc",392286,0,12,1,"Sales","Husband","White",1,0,0,50,"United-States",">50K"
42,"Self-emp-not-inc",119207,0,9,0,"Exec-managerial","Not-in-family","White",1,0,0,48,"United-States","<=50K"
49,"Private",195554,0,9,1,"Transport-moving","Husband","White",1,0,0,44,"United-States","<=50K"
30,"Private",173005,0,9,1,"Adm-clerical","Husband","White",1,0,0,44,"United-States","<=50K"
54,"Private",192862,0,9,0,"Exec-managerial","Unmarried","White",0,0,0,45,"United-States","<=50K"
39,"Private",164712,1,10,0,"Transport-moving","Unmarried","White",1,0,0,40,"United-States","<=50K"
24,"Private",195808,1,10,0,"Machine-op-inspct","Own-child","White",1,0,0,40,"United-States","<=50K"
21,"Private",199444,0,9,0,"Adm-clerical","Own-child","White",0,0,0,44,"United-States","<=50K"
23,"Private",126346,0,5,0,"Other-service","Unmarried","Black",0,0,0,30,"United-States","<=50K"
54,"Private",177675,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,42,"United-States","<=50K"
23,"Private",50341,1,14,0,"Sales","Not-in-family","White",0,0,0,20,"United-States","<=50K"
39,"Private",237943,0,9,0,"Machine-op-inspct","Unmarried","White",1,0,1726,40,"United-States","<=50K"
23,"Private",126945,1,10,0,"Prof-specialty","Not-in-family","White",1,0,0,25,"United-States","<=50K"
67,"",92061,0,9,0,"","Other-relative","White",0,0,0,8,"United-States","<=50K"
19,"",109938,0,7,1,"","Wife","Asian-Pac-Islander",0,0,0,40,"Laos","<=50K"
41,"Private",267252,1,10,1,"Machine-op-inspct","Husband","Black",1,0,1902,40,"United-States",">50K"
32,"Private",174704,0,7,0,"Other-service","Not-in-family","Black",1,0,0,40,"United-States","<=50K"
57,"Private",124771,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
18,"Private",200603,0,9,0,"Adm-clerical","Other-relative","White",0,0,0,30,"United-States","<=50K"
60,"State-gov",165827,1,16,1,"Prof-specialty","Husband","White",1,7688,0,60,"United-States",">50K"
21,"Private",301199,1,10,0,"Machine-op-inspct","Own-child","White",0,0,0,40,"United-States","<=50K"
53,"Private",215790,1,10,0,"Adm-clerical","Other-relative","White",0,0,0,22,"United-States","<=50K"
38,"Private",87556,0,13,1,"Exec-managerial","Husband","White",1,7688,0,55,"United-States",">50K"
21,"Private",111467,1,10,0,"Handlers-cleaners","Not-in-family","White",1,0,0,40,"United-States","<=50K"
53,"Private",82646,1,16,0,"Exec-managerial","Not-in-family","White",0,0,0,55,"United-States",">50K"
24,"Private",162282,0,9,0,"Craft-repair","Not-in-family","White",1,0,0,40,"United-States","<=50K"
36,"Federal-gov",239074,0,12,1,"Other-service","Husband","White",1,0,0,40,"United-States","<=50K"
29,"Private",214925,1,14,0,"Exec-managerial","Not-in-family","Black",1,0,0,60,"United-States","<=50K"
23,"Private",194247,1,10,0,"Sales","Not-in-family","White",1,0,0,40,"United-States","<=50K"
44,"Private",211531,1,10,1,"Exec-managerial","Husband","White",1,0,0,50,"United-States","<=50K"
32,"Local-gov",223267,1,14,1,"Prof-specialty","Husband","White",1,0,0,48,"United-States","<=50K"
25,"Private",201635,0,13,0,"Exec-managerial","Not-in-family","White",0,0,0,50,"United-States","<=50K"
41,"Self-emp-not-inc",188738,0,9,0,"Craft-repair","Unmarried","White",1,0,0,27,"United-States","<=50K"
18,"Private",133055,0,9,0,"Other-service","Own-child","White",0,0,0,30,"United-States","<=50K"
57,"Private",61761,1,10,1,"Craft-repair","Husband","White",1,0,1672,45,"United-States","<=50K"
62,"Private",103344,0,13,0,"Exec-managerial","Not-in-family","White",1,10520,0,50,"United-States",">50K"
29,"Private",109814,0,13,0,"Handlers-cleaners","Own-child","White",1,0,0,40,"United-States","<=50K"
19,"Private",225294,0,9,0,"Other-service","Own-child","Black",0,0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",97277,0,15,1,"Prof-specialty","Husband","White",1,0,0,65,"United-States",">50K"
52,"Private",146711,0,13,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States",">50K"
28,"Private",286452,0,6,0,"Machine-op-inspct","Unmarried","White",0,0,0,40,"United-States","<=50K"
38,"Private",20308,0,9,0,"Other-service","Own-child","White",1,0,0,40,"United-States","<=50K"
42,"Private",224203,1,10,0,"Sales","Unmarried","Black",0,0,0,40,"United-States","<=50K"
41,"Private",225978,0,13,0,"Prof-specialty","Not-in-family","Black",1,0,0,40,"United-States","<=50K"
23,"Private",237720,0,13,0,"Prof-specialty","Not-in-family","White",1,0,0,38,"United-States","<=50K"
31,"Private",156743,1,14,1,"Sales","Husband","White",1,0,0,76,"United-States",">50K"
31,"Private",509364,0,3,0,"Machine-op-inspct","Not-in-family","White",1,0,0,45,"Mexico","<=50K"
46,"Private",144351,1,14,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
18,"Private",375515,0,7,0,"Sales","Own-child","White",0,0,0,20,"United-States","<=50K"
57,"Self-emp-not-inc",103529,1,14,1,"Tech-support","Husband","White",1,0,0,38,"United-States",">50K"
25,"Private",199472,0,11,0,"Adm-clerical","Not-in-family","White",0,0,0,38,"United-States","<=50K"
32,"Private",348152,1,14,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
27,"Private",221166,0,5,0,"Farming-fishing","Own-child","White",1,0,0,40,"United-States","<=50K"
46,"Federal-gov",341762,0,13,1,"Prof-specialty","Husband","White",1,7688,0,45,"United-States",">50K"
17,"",634226,0,6,0,"","Own-child","White",0,0,0,17,"United-States","<=50K"
43,"State-gov",159449,0,9,0,"Craft-repair","Unmarried","White",1,0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc",110238,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,40,"United-States",">50K"
19,"Private",458558,0,9,1,"Craft-repair","Wife","White",0,0,0,40,"United-States","<=50K"
20,"Federal-gov",340217,0,9,0,"Adm-clerical","Own-child","White",0,0,0,40,"United-States","<=50K"
42,"Private",155106,1,10,0,"Machine-op-inspct","Not-in-family","White",1,0,0,45,"United-States","<=50K"
90,"Private",90523,0,9,0,"Transport-moving","Unmarried","White",1,0,0,99,"United-States","<=50K"
25,"Private",122756,0,7,0,"Machine-op-inspct","Not-in-family","Black",1,0,0,35,"United-States","<=50K"
27,"Private",293828,0,9,0,"Other-service","Not-in-family","Black",0,0,0,40,"Jamaica","<=50K"
48,"Private",299291,0,9,1,"Transport-moving","Husband","White",1,0,0,44,"United-States","<=50K"
48,"Federal-gov",483261,1,10,0,"Adm-clerical","Not-in-family","Black",1,0,0,40,"United-States","<=50K"
27,"Private",122038,0,9,1,"Craft-repair","Husband","White",1,0,0,48,"United-States","<=50K"
46,"Private",160647,0,13,0,"Tech-support","Unmarried","White",0,0,0,38,"United-States","<=50K"
32,"Private",106541,0,3,1,"Other-service","Other-relative","White",1,0,0,40,"United-States","<=50K"
22,"Private",126945,0,11,1,"Tech-support","Husband","White",1,0,0,40,"United-States","<=50K"
24,"Private",188505,0,13,1,"Prof-specialty","Wife","White",0,0,0,40,"United-States",">50K"
31,"Private",377850,0,9,1,"Craft-repair","Husband","White",1,0,0,65,"United-States","<=50K"
20,"Private",193586,1,10,0,"Prof-specialty","Not-in-family","White",0,0,0,18,"United-States","<=50K"
28,"Self-emp-not-inc",315417,0,15,0,"Prof-specialty","Not-in-family","White",1,2176,0,40,"United-States","<=50K"
40,"Self-emp-inc",57233,0,9,1,"Exec-managerial","Husband","White",1,0,0,60,"United-States",">50K"
39,"Private",195253,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,40,"United-States",">50K"
54,"Local-gov",172991,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
59,"Local-gov",223215,1,10,1,"Protective-serv","Husband","White",1,0,0,42,"United-States","<=50K"
17,"Private",95799,0,7,0,"Sales","Own-child","White",0,0,0,18,"United-States","<=50K"
25,"Self-emp-not-inc",213385,1,10,0,"Craft-repair","Own-child","White",1,0,0,80,"United-States","<=50K"
49,"Local-gov",202467,0,9,1,"Protective-serv","Husband","White",1,0,0,40,"United-States",">50K"
55,"Self-emp-not-inc",145574,0,9,0,"Exec-managerial","Not-in-family","White",1,34095,0,60,"United-States","<=50K"
39,"Private",147548,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
67,"Private",105216,1,10,0,"Prof-specialty","Not-in-family","White",0,0,0,16,"United-States","<=50K"
28,"Private",77760,0,9,0,"Other-service","Unmarried","White",1,0,0,40,"United-States","<=50K"
35,"Private",167990,0,5,1,"Machine-op-inspct","Husband","White",1,0,0,40,"Canada","<=50K"
44,"Private",167005,0,9,1,"Adm-clerical","Husband","White",1,0,0,48,"United-States",">50K"
51,"Private",108435,1,14,1,"Prof-specialty","Husband","White",1,0,0,47,"United-States",">50K"
55,"Private",56645,0,13,0,"Farming-fishing","Own-child","Asian-Pac-Islander",1,0,0,40,"United-States","<=50K"
45,"Local-gov",304973,0,9,1,"Protective-serv","Husband","White",1,0,0,78,"United-States",">50K"
32,"Private",42596,0,9,1,"Craft-repair","Husband","White",1,0,0,48,"United-States","<=50K"
45,"Private",220641,1,10,0,"Exec-managerial","Unmarried","White",0,0,0,40,"United-States","<=50K"
45,"Private",101452,1,14,1,"Exec-managerial","Husband","White",1,15024,0,60,"England",">50K"
35,"Private",188888,0,13,0,"Sales","Not-in-family","White",1,0,0,40,"United-States",">50K"
55,"Local-gov",168790,0,9,1,"Transport-moving","Husband","White",1,0,0,44,"United-States","<=50K"
59,"Private",98361,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
22,"Private",401762,0,9,0,"Adm-clerical","Not-in-family","White",0,0,0,55,"United-States","<=50K"
46,"Local-gov",160187,1,14,0,"Exec-managerial","Unmarried","Black",0,0,0,35,"United-States","<=50K"
23,"Private",203715,0,9,0,"Farming-fishing","Own-child","White",1,0,0,40,"United-States","<=50K"
47,"Private",144351,0,13,1,"Exec-managerial","Husband","White",1,0,0,45,"United-States",">50K"
34,"Private",420749,0,9,1,"Craft-repair","Husband","White",1,0,0,30,"Germany","<=50K"
51,"Private",106151,0,7,0,"Transport-moving","Own-child","White",1,0,0,40,"United-States","<=50K"
40,"Private",362482,0,11,1,"Sales","Husband","White",1,0,0,50,"United-States","<=50K"
24,"State-gov",38151,1,10,0,"Adm-clerical","Own-child","White",1,0,0,12,"United-States","<=50K"
20,"Private",42706,1,10,0,"Farming-fishing","Not-in-family","White",1,0,0,72,"United-States","<=50K"
44,"Private",126199,1,10,0,"Transport-moving","Unmarried","White",1,1831,0,50,"United-States","<=50K"
26,"Private",165510,0,9,0,"Craft-repair","Unmarried","White",1,0,0,40,"United-States","<=50K"
35,"Local-gov",216068,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,38,"United-States","<=50K"
23,"Private",215624,1,10,0,"Machine-op-inspct","Unmarried","Asian-Pac-Islander",1,0,0,40,"Vietnam","<=50K"
40,"Private",239708,0,9,0,"Craft-repair","Not-in-family","White",1,0,0,50,"United-States","<=50K"
49,"Local-gov",199378,0,9,1,"Protective-serv","Husband","White",1,0,0,40,"United-States","<=50K"
32,"Private",230420,0,9,0,"Machine-op-inspct","Not-in-family","White",1,0,0,45,"United-States","<=50K"
28,"Private",395022,0,11,0,"Prof-specialty","Unmarried","White",0,0,0,40,"United-States","<=50K"
51,"Private",338620,1,14,1,"Exec-managerial","Husband","White",1,15024,0,60,"United-States",">50K"
62,"Private",210142,0,11,1,"Exec-managerial","Husband","White",1,0,0,50,"United-States",">50K"
31,"Private",446358,1,10,1,"Machine-op-inspct","Husband","White",1,0,0,40,"Mexico","<=50K"
47,"Local-gov",352614,0,12,1,"Protective-serv","Husband","White",1,0,0,40,"United-States",">50K"
36,"Private",293528,0,11,0,"Tech-support","Not-in-family","White",0,0,0,3,"United-States","<=50K"
44,"State-gov",55395,0,9,0,"Craft-repair","Not-in-family","White",1,0,0,40,"United-States","<=50K"
18,"",128538,0,9,0,"","Own-child","White",0,0,0,20,"United-States","<=50K"
46,"Private",428405,0,13,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
32,"Private",126838,0,9,0,"Craft-repair","Not-in-family","White",1,0,0,40,"United-States","<=50K"
51,"Self-emp-not-inc",136836,0,12,0,"Transport-moving","Unmarried","Black",0,0,0,30,"United-States","<=50K"
48,"Private",105838,0,13,1,"Exec-managerial","Husband","White",1,0,0,45,"United-States",">50K"
28,"Private",139903,0,13,0,"Machine-op-inspct","Unmarried","Black",0,0,0,40,"United-States","<=50K"
57,"Self-emp-inc",106103,1,10,1,"Tech-support","Husband","White",1,0,0,60,"United-States",">50K"
33,"Private",186824,0,11,1,"Sales","Husband","White",1,0,0,40,"United-States","<=50K"
42,"Private",350387,0,9,0,"Machine-op-inspct","Not-in-family","White",1,0,0,15,"United-States","<=50K"
17,"Private",142912,0,6,0,"Other-service","Own-child","White",1,0,0,40,"United-States","<=50K"
63,"",321403,0,5,0,"","Not-in-family","Black",1,0,0,40,"United-States","<=50K"
31,"Self-emp-inc",114937,0,13,1,"Exec-managerial","Husband","White",1,0,0,55,"United-States",">50K"
34,"",286689,1,14,0,"","Not-in-family","White",1,4650,0,30,"United-States","<=50K"
35,"Private",147258,1,10,0,"Machine-op-inspct","Not-in-family","White",1,0,1974,40,"United-States","<=50K"
20,"Private",451996,0,9,0,"Handlers-cleaners","Own-child","White",1,0,0,40,"United-States","<=50K"
36,"Private",149833,0,9,1,"Exec-managerial","Wife","White",0,0,0,40,"United-States","<=50K"
24,"Private",211968,1,10,0,"Sales","Not-in-family","White",0,0,0,24,"United-States","<=50K"
33,"Private",287908,1,10,1,"Transport-moving","Husband","Black",1,0,0,50,"United-States",">50K"
36,"Private",166549,1,10,1,"Adm-clerical","Husband","White",1,0,0,40,"United-States","<=50K"
31,"Private",25216,0,13,0,"Exec-managerial","Unmarried","White",0,0,0,40,"United-States","<=50K"
29,"Private",286452,0,12,0,"Sales","Unmarried","White",0,3418,0,40,"United-States","<=50K"
47,"Private",162034,0,13,1,"Sales","Husband","White",1,0,0,60,"United-States",">50K"
30,"Private",186932,1,16,1,"Prof-specialty","Husband","White",1,5178,0,75,"United-States",">50K"
34,"Private",82938,0,9,1,"Farming-fishing","Husband","White",1,0,0,50,"United-States","<=50K"
23,"Private",122048,0,9,0,"Machine-op-inspct","Other-relative","White",0,0,0,40,"United-States","<=50K"
33,"Private",118710,0,11,0,"Adm-clerical","Not-in-family","White",1,0,0,40,"United-States","<=50K"
59,"Private",243226,0,6,0,"Machine-op-inspct","Not-in-family","White",0,0,0,40,"United-States","<=50K"
67,"Self-emp-not-inc",268514,0,13,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States","<=50K"
26,"Private",365289,0,9,0,"Machine-op-inspct","Not-in-family","White",1,0,0,40,"United-States","<=50K"
27,"Private",165365,0,9,1,"Machine-op-inspct","Husband","Asian-Pac-Islander",1,2885,0,40,"Laos","<=50K"
20,"Private",219266,0,9,1,"Prof-specialty","Own-child","White",0,0,0,36,"","<=50K"
24,"Private",283757,0,13,0,"Adm-clerical","Own-child","White",1,0,0,39,"United-States","<=50K"
44,"Federal-gov",206553,0,11,0,"Tech-support","Not-in-family","White",1,0,0,40,"United-States","<=50K"
31,"Private",113364,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
28,"Private",328949,0,15,1,"Prof-specialty","Husband","White",1,0,0,60,"United-States","<=50K"
19,"Private",83930,0,9,0,"Other-service","Own-child","White",0,0,0,20,"United-States","<=50K"
31,"Self-emp-not-inc",325355,0,13,1,"Exec-managerial","Wife","White",0,0,1902,40,"United-States",">50K"
20,"Private",131852,0,9,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
64,"Private",119506,0,9,0,"Other-service","Not-in-family","White",0,0,0,15,"United-States","<=50K"
47,"State-gov",100818,0,9,1,"Adm-clerical","Wife","White",0,0,0,40,"United-States",">50K"
36,"Private",162302,1,10,0,"Adm-clerical","Not-in-family","White",0,0,0,35,"United-States","<=50K"
48,"Private",182211,0,9,1,"Craft-repair","Husband","White",1,0,0,44,"United-States",">50K"
19,"Self-emp-not-inc",194205,1,10,0,"Other-service","Own-child","White",0,0,0,40,"Mexico","<=50K"
22,"Private",141040,0,9,0,"Sales","Own-child","Black",0,0,0,35,"United-States","<=50K"
56,"Private",346033,0,5,0,"Adm-clerical","Not-in-family","White",1,0,0,40,"United-States","<=50K"
22,"Private",177125,1,10,0,"Adm-clerical","Not-in-family","White",1,0,0,50,"United-States","<=50K"
37,"Private",241174,0,13,1,"Prof-specialty","Husband","White",1,0,0,99,"United-States",">50K"
57,"Local-gov",130532,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,35,"United-States","<=50K"
38,"Private",168496,0,12,1,"Sales","Husband","White",1,0,0,50,"United-States",">50K"
34,"Private",362787,0,9,0,"Machine-op-inspct","Unmarried","Black",0,0,0,40,"United-States","<=50K"
22,"",244771,0,7,0,"","Unmarried","Black",0,0,0,40,"United-States","<=50K"
38,"Federal-gov",48123,1,10,0,"Exec-managerial","Not-in-family","White",0,0,0,40,"United-States","<=50K"
30,"Self-emp-inc",173858,1,10,1,"Exec-managerial","Husband","Asian-Pac-Islander",1,0,1902,40,"South",">50K"
32,"Private",207201,0,13,0,"Prof-specialty","Not-in-family","White",1,0,0,45,"United-States",">50K"
29,"Private",37933,0,8,0,"Other-service","Not-in-family","Black",0,0,0,40,"United-States","<=50K"
56,"Private",33323,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,40,"United-States","<=50K"
42,"Private",175943,0,11,1,"Exec-managerial","Wife","White",0,7298,0,35,"United-States",">50K"
66,"",306178,0,6,0,"","Not-in-family","White",1,2050,0,40,"United-States","<=50K"
71,"Local-gov",229110,0,9,0,"Exec-managerial","Other-relative","White",0,0,0,33,"United-States","<=50K"
20,"Private",113511,0,7,0,"Transport-moving","Own-child","White",1,0,0,40,"United-States","<=50K"
25,"Private",333677,0,9,0,"Machine-op-inspct","Own-child","White",1,0,0,36,"United-States","<=50K"
42,"Private",236021,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"",">50K"
20,"",371089,0,9,0,"","Own-child","White",0,0,0,40,"United-States","<=50K"
61,"Private",115023,1,10,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States",">50K"
24,"State-gov",133586,0,13,1,"Exec-managerial","Wife","White",0,0,0,40,"United-States","<=50K"
51,"Private",91137,0,5,0,"Other-service","Unmarried","Black",0,0,0,40,"United-States","<=50K"
27,"Private",105598,0,9,0,"Adm-clerical","Not-in-family","White",1,0,0,40,"United-States","<=50K"
41,"Private",352812,1,10,1,"Exec-managerial","Wife","White",0,0,1902,40,"United-States",">50K"
31,"Private",204829,0,9,0,"Machine-op-inspct","Not-in-family","White",1,0,0,40,"United-States","<=50K"
39,"Private",247733,0,9,0,"Priv-house-serv","Unmarried","Black",0,0,0,16,"United-States","<=50K"
36,"",370585,0,9,1,"","Husband","Black",1,0,0,40,"United-States","<=50K"
51,"Self-emp-not-inc",103257,0,15,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States","<=50K"
52,"Private",178915,0,9,0,"Exec-managerial","Unmarried","White",0,0,0,40,"United-States","<=50K"
49,"Private",54260,0,13,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
43,"Private",55395,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
45,"Private",233511,0,13,1,"Exec-managerial","Husband","White",1,0,1977,60,"United-States",">50K"
49,"Private",318331,0,9,0,"Machine-op-inspct","Not-in-family","White",1,0,0,40,"United-States","<=50K"
19,"Private",195985,0,9,0,"Other-service","Not-in-family","White",0,0,0,40,"United-States","<=50K"
44,"Self-emp-not-inc",38876,0,9,1,"Farming-fishing","Husband","White",1,0,0,40,"United-States","<=50K"
67,"Self-emp-inc",81413,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
58,"Private",172618,0,15,1,"Prof-specialty","Husband","White",1,0,0,45,"United-States",">50K"
36,"Private",174717,0,13,1,"Prof-specialty","Husband","White",1,7688,0,40,"United-States",">50K"
67,"Private",224984,0,9,0,"Adm-clerical","Not-in-family","White",0,15831,0,16,"Germany",">50K"
61,"Private",423297,1,16,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
55,"Local-gov",88856,0,4,0,"Other-service","Unmarried","Black",0,0,0,40,"United-States","<=50K"
23,"",169104,0,12,0,"","Own-child","Asian-Pac-Islander",1,0,0,16,"Philippines","<=50K"
35,"Federal-gov",39207,0,9,0,"Adm-clerical","Not-in-family","White",1,0,0,40,"United-States","<=50K"
35,"Private",340018,0,6,0,"Other-service","Unmarried","Black",0,0,0,38,"United-States","<=50K"
20,"State-gov",30796,1,10,0,"Adm-clerical","Own-child","White",0,0,0,10,"United-States","<=50K"
51,"Private",155403,0,9,1,"Adm-clerical","Wife","Black",0,0,0,40,"United-States","<=50K"
23,"Private",238092,0,13,0,"Prof-specialty","Own-child","White",1,0,0,40,"United-States","<=50K"
39,"Private",225605,0,9,1,"Farming-fishing","Husband","White",1,0,0,24,"United-States","<=50K"
36,"Private",289148,1,10,0,"Other-service","Unmarried","White",0,0,0,40,"United-States","<=50K"
47,"Private",339863,0,9,1,"Sales","Husband","White",1,0,0,45,"United-States",">50K"
27,"Private",178778,0,13,0,"Sales","Not-in-family","White",1,0,0,80,"United-States",">50K"
29,"Private",568490,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
21,"State-gov",129345,1,10,0,"Protective-serv","Not-in-family","White",1,0,0,40,"United-States","<=50K"
18,"Private",447882,1,10,0,"Adm-clerical","Not-in-family","White",0,0,0,20,"United-States","<=50K"
24,"Private",314165,1,10,0,"Exec-managerial","Own-child","White",1,0,0,20,"United-States","<=50K"
39,"Federal-gov",382859,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
51,"State-gov",82504,1,10,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States","<=50K"
47,"Private",149700,0,13,1,"Tech-support","Husband","White",1,15024,0,40,"United-States",">50K"
62,"Private",209844,1,10,0,"Adm-clerical","Unmarried","White",0,0,0,30,"United-States","<=50K"
49,"Private",62546,0,13,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
20,"Private",228686,0,7,1,"Other-service","Husband","White",1,0,0,40,"United-States","<=50K"
24,"Private",326587,1,10,0,"Sales","Not-in-family","White",1,0,0,40,"United-States","<=50K"
25,"Private",202091,0,9,0,"Exec-managerial","Own-child","White",0,0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc",310774,0,13,1,"Sales","Husband","White",1,0,0,40,"United-States","<=50K"
25,"Private",450246,0,9,0,"Craft-repair","Own-child","White",1,0,0,40,"United-States","<=50K"
20,"",84375,0,9,1,"","Wife","White",0,0,0,45,"United-States","<=50K"
43,"Private",142444,1,10,0,"Sales","Unmarried","White",0,0,0,55,"United-States",">50K"
26,"Private",82246,0,13,0,"Exec-managerial","Not-in-family","White",1,0,1876,38,"United-States","<=50K"
24,"Private",192766,0,9,1,"Handlers-cleaners","Husband","White",1,0,0,40,"United-States","<=50K"
18,"Private",53109,0,7,0,"Other-service","Own-child","Amer-Indian-Eskimo",1,0,0,20,"United-States","<=50K"
45,"Self-emp-inc",121836,1,10,1,"Prof-specialty","Wife","White",0,0,0,40,"",">50K"
45,"Self-emp-not-inc",298130,0,9,1,"Exec-managerial","Husband","White",1,0,0,25,"United-States","<=50K"
26,"Private",135645,0,13,0,"Sales","Not-in-family","White",1,0,0,40,"United-States","<=50K"
47,"Private",265275,1,10,0,"Other-service","Own-child","White",1,0,0,40,"United-States","<=50K"
54,"",410114,0,9,1,"","Husband","White",1,0,0,40,"United-States","<=50K"
21,"Without-pay",232719,0,9,0,"Craft-repair","Own-child","Black",1,0,0,40,"United-States","<=50K"
29,"Private",167716,0,9,0,"Other-service","Unmarried","White",0,0,0,99,"United-States","<=50K"
68,"Private",107627,1,10,1,"Prof-specialty","Husband","White",1,0,0,15,"United-States","<=50K"
21,"Private",129674,1,10,0,"Exec-managerial","Not-in-family","Black",1,0,0,48,"Mexico","<=50K"
28,"Self-emp-inc",114053,1,10,0,"Exec-managerial","Not-in-family","White",1,0,0,30,"United-States","<=50K"
46,"Private",202560,0,9,1,"Exec-managerial","Wife","White",0,0,0,40,"United-States",">50K"
35,"Private",219902,0,9,0,"Transport-moving","Unmarried","Black",0,0,0,48,"United-States","<=50K"
50,"Self-emp-not-inc",192654,0,6,0,"Craft-repair","Not-in-family","White",1,0,0,25,"United-States","<=50K"
48,"Self-emp-inc",238966,1,10,0,"Exec-managerial","Not-in-family","White",1,0,0,40,"United-States","<=50K"
17,"",112942,0,6,0,"","Own-child","White",1,0,0,40,"United-States","<=50K"
59,"Private",153484,0,13,1,"Craft-repair","Husband","White",1,15024,0,50,"United-States",">50K"
23,"Private",161874,1,10,0,"Exec-managerial","Own-child","Black",1,0,0,40,"United-States","<=50K"
53,"Private",260106,0,9,0,"Sales","Not-in-family","White",0,0,0,30,"United-States","<=50K"
50,"Self-emp-inc",240374,1,14,1,"Sales","Husband","White",1,0,0,40,"United-States",">50K"
32,"",251612,0,3,0,"","Unmarried","White",0,0,0,45,"Mexico","<=50K"
53,"Private",223696,0,8,0,"Handlers-cleaners","Not-in-family","Other",1,0,0,56,"Dominican-Republic","<=50K"
